,Index,Label,X,Y,Z,User
327791,327791,0,-0.617,1.746,0.215,P3
327792,327792,0,-0.813,1.629,0.191,P3
327793,327793,0,-0.547,1.848,-0.809,P3
327794,327794,0,2.793,2.996,-4.355,P3
327795,327795,0,4.336,1.332,-2.371,P3
327796,327796,0,0.742,1.664,0.672,P3
327797,327797,0,-1.793,0.957,0.242,P3
327798,327798,0,-1.203,1.18,-0.191,P3
327799,327799,0,2.16,0.375,-0.508,P3
327800,327800,0,1.613,0.59,-0.789,P3
327801,327801,0,-0.547,0.391,-0.746,P3
327802,327802,0,-1.219,0.398,-0.383,P3
327803,327803,0,-0.746,0.969,-0.105,P3
327804,327804,0,-0.473,1.32,-0.027,P3
327805,327805,0,-0.367,1.203,0.023,P3
327806,327806,0,-0.184,1.242,0.301,P3
327807,327807,0,-0.074,1.297,0.465,P3
327808,327808,0,-0.02,1.207,0.434,P3
327809,327809,0,-0.039,1.145,0.332,P3
327810,327810,0,-0.074,1.172,0.277,P3
330381,330381,0,2.133,2.355,-1.039,P3
330382,330382,0,1.863,2.813,-1.281,P3
330383,330383,0,1.105,3.469,-2.125,P3
330384,330384,0,0.906,3.813,-2.719,P3
330385,330385,0,1.219,4.43,-2.887,P3
330386,330386,0,1.324,5.074,-3.152,P3
330387,330387,0,0.957,5.215,-3.199,P3
330388,330388,0,0.566,4.996,-3.23,P3
330389,330389,0,0.395,4.594,-3.281,P3
330390,330390,0,0.574,4.004,-3.227,P3
330391,330391,0,0.871,3.285,-3.223,P3
330392,330392,0,0.875,2.715,-3.266,P3
330393,330393,0,0.977,2.645,-3.195,P3
330394,330394,0,1.32,3.148,-2.996,P3
330395,330395,0,1.422,4.156,-2.715,P3
330396,330396,0,1.242,5.555,-2.309,P3
330397,330397,0,0.785,6.906,-1.75,P3
330398,330398,0,-0.004,7.469,-1.02,P3
330399,330399,0,-0.625,6.23,-0.742,P3
330400,330400,0,-0.57,4.328,-1.031,P3
330401,330401,0,-0.617,4.051,-0.531,P3
330402,330402,0,-1.594,4.762,-0.84,P3
330403,330403,0,-3.266,6.285,0.355,P3
330404,330404,0,-0.902,6.902,2.664,P3
330405,330405,0,-1.98,5.887,5.734,P3
330406,330406,0,-5.543,1.625,5.281,P3
330407,330407,0,-5.227,0.648,4.305,P3
330408,330408,0,-3.051,1.266,3.898,P3
330409,330409,0,-2.113,1.547,4.297,P3
330410,330410,0,-2.156,1.379,4.305,P3
330411,330411,0,-1.449,0.949,4.578,P3
330412,330412,0,-0.156,0.43,4.758,P3
330413,330413,0,0.457,0.223,4.563,P3
330414,330414,0,0.09,0.215,3.934,P3
330415,330415,0,-0.395,0.316,3.121,P3
330416,330416,0,-0.594,0.441,2.645,P3
330417,330417,0,-0.559,0.629,2.477,P3
330418,330418,0,-0.508,0.926,2.246,P3
330419,330419,0,-0.645,1.203,1.93,P3
330420,330420,0,-0.945,1.266,1.523,P3
330421,330421,0,-1.141,1.449,1.113,P3
330422,330422,0,-1.219,1.707,0.789,P3
330423,330423,0,-1.242,1.844,0.602,P3
330424,330424,0,-1.023,1.832,0.48,P3
330425,330425,0,-0.195,1.832,-0.676,P3
330426,330426,0,3.023,2.699,-3.766,P3
330427,330427,0,4.18,1.336,-1.93,P3
330428,330428,0,1.563,2.246,1.613,P3
330429,330429,0,-3.027,2.648,2.094,P3
330430,330430,0,-3.262,2.16,0.984,P3
330431,330431,0,-0.391,1.605,0.465,P3
330432,330432,0,0.449,1.32,-0.109,P3
330433,330433,0,-0.609,0.777,-0.121,P3
330434,330434,0,-1.539,0.496,-0.18,P3
330435,330435,0,-1.043,0.723,-0.242,P3
330436,330436,0,-0.52,1.102,-0.238,P3
330437,330437,0,-0.242,1.156,-0.367,P3
330438,330438,0,-0.016,1.172,-0.289,P3
330439,330439,0,0.004,1.27,-0.082,P3
330440,330440,0,0.035,1.219,0.145,P3
332581,332581,0,0.848,2.617,-0.203,P3
332582,332582,0,1.223,2.441,-0.414,P3
332583,332583,0,1.586,2.184,-0.641,P3
332584,332584,0,1.984,1.926,-1.059,P3
332585,332585,0,2.207,1.941,-1.535,P3
332586,332586,0,2,2.465,-1.844,P3
332587,332587,0,1.242,3.238,-2.172,P3
332588,332588,0,-0.199,4.176,-2.602,P3
332589,332589,0,-0.684,4.641,-2.977,P3
332590,332590,0,-0.008,4.844,-3.238,P3
332591,332591,0,0.801,4.938,-3.535,P3
332592,332592,0,1.359,4.563,-3.727,P3
332593,332593,0,1.262,3.934,-3.684,P3
332594,332594,0,0.434,3.504,-3.52,P3
332595,332595,0,-0.48,3.332,-3.266,P3
332596,332596,0,-0.789,3.285,-3.008,P3
332597,332597,0,-0.434,3.539,-2.801,P3
332598,332598,0,0.246,4.402,-2.578,P3
332599,332599,0,0.297,5.75,-2.172,P3
332600,332600,0,-0.387,6.984,-1.539,P3
332601,332601,0,-0.852,7.492,-0.66,P3
332602,332602,0,-1.344,7.598,-0.063,P3
332603,332603,0,-1.164,5.156,-0.586,P3
332604,332604,0,-1.145,4.125,-0.008,P3
332605,332605,0,-0.742,4.109,0.863,P3
332606,332606,0,-2.199,4.809,1.402,P3
332607,332607,0,-2.555,2.977,2.57,P3
332608,332608,0,-2.355,4.219,4.254,P3
332609,332609,0,-3.434,3.395,5.051,P3
332610,332610,0,-2.629,2.473,5.109,P3
332611,332611,0,-0.508,0.996,5.426,P3
332612,332612,0,-0.266,0.766,5.395,P3
332613,332613,0,0.145,1.41,4.91,P3
332614,332614,0,0.75,1.535,4.391,P3
332615,332615,0,0.777,1.09,4.313,P3
332616,332616,0,0.969,0.633,4.348,P3
332617,332617,0,1.258,0.156,4.02,P3
332618,332618,0,1.316,-0.16,3.465,P3
332619,332619,0,1.172,-0.168,3.016,P3
332620,332620,0,0.828,0.039,2.699,P3
332621,332621,0,0.391,0.402,2.402,P3
332622,332622,0,-0.113,0.816,2.066,P3
332623,332623,0,-0.668,1.246,1.777,P3
332624,332624,0,-0.996,1.527,1.535,P3
332625,332625,0,-1.18,1.609,1.289,P3
332626,332626,0,-1.352,1.586,1.121,P3
332627,332627,0,-1.309,1.555,0.996,P3
332628,332628,0,-0.949,1.566,0.875,P3
332629,332629,0,0.246,2.223,-1.613,P3
332630,332630,0,3.613,2.344,-3.516,P3
332631,332631,0,4.191,0.922,-1.254,P3
332632,332632,0,-0.461,1.188,1.648,P3
332633,332633,0,-2.102,0.957,0.496,P3
332634,332634,0,-1.031,2.133,0.133,P3
332635,332635,0,2.27,1.063,0.211,P3
332636,332636,0,2.059,0.57,0.066,P3
332637,332637,0,-0.488,0.234,-0.078,P3
332638,332638,0,-1.934,0.609,0.004,P3
332639,332639,0,-1.082,0.988,0.047,P3
332640,332640,0,-0.289,1.258,-0.02,P3
332641,332641,0,-0.152,1.309,-0.141,P3
332642,332642,0,-0.102,1.262,0.168,P3
332643,332643,0,-0.082,1.285,0.41,P3
332644,332644,0,-0.184,1.238,0.355,P3
332645,332645,0,-0.234,1.172,0.086,P3
334736,334736,0,1.012,2.656,-0.934,P3
334737,334737,0,1.137,2.703,-1.191,P3
334738,334738,0,1.215,2.711,-1.332,P3
334739,334739,0,0.906,3.281,-1.449,P3
334740,334740,0,-0.129,4.344,-1.77,P3
334741,334741,0,-0.758,4.824,-2.305,P3
334742,334742,0,0.051,4.863,-2.805,P3
334743,334743,0,1.195,4.688,-3.254,P3
334744,334744,0,1.828,4.109,-3.488,P3
334745,334745,0,1.57,3.375,-3.48,P3
334746,334746,0,0.867,2.883,-3.371,P3
334747,334747,0,0.383,2.668,-3.141,P3
334748,334748,0,0.184,2.82,-2.813,P3
334749,334749,0,-0.051,3.375,-2.512,P3
334750,334750,0,-0.309,4.305,-2.262,P3
334751,334751,0,-0.406,5.527,-1.969,P3
334752,334752,0,-0.508,6.801,-1.566,P3
334753,334753,0,-0.688,7.422,-1.063,P3
334754,334754,0,-1.066,7.668,-0.414,P3
334755,334755,0,-1.395,7.113,-0.098,P3
334756,334756,0,-0.988,4.574,-0.699,P3
334757,334757,0,-1.305,4.207,-0.934,P3
334758,334758,0,-1.938,5.012,-0.547,P3
334759,334759,0,-1.129,6.273,1.996,P3
334760,334760,0,-3.215,6.316,3.41,P3
334761,334761,0,-4.316,6.277,3.289,P3
334762,334762,0,-6.574,3.691,4.492,P3
334763,334763,0,-4.781,2.098,4.43,P3
334764,334764,0,-2.852,1.879,3.816,P3
334765,334765,0,-1.094,1.371,3.617,P3
334766,334766,0,-0.789,0.98,3.996,P3
334767,334767,0,-0.844,0.805,4.066,P3
334768,334768,0,-1.223,1.016,3.527,P3
334769,334769,0,-0.961,1.297,3.336,P3
334770,334770,0,-0.297,0.859,3.344,P3
334771,334771,0,-0.145,0.465,3.277,P3
334772,334772,0,-0.238,0.371,3.016,P3
334773,334773,0,-0.254,0.262,2.68,P3
334774,334774,0,-0.164,0.066,2.406,P3
334775,334775,0,-0.117,-0.098,2.172,P3
334776,334776,0,-0.363,-0.043,1.926,P3
334777,334777,0,-0.672,0.184,1.664,P3
334778,334778,0,-0.77,0.449,1.43,P3
334779,334779,0,-0.754,0.715,1.219,P3
334780,334780,0,-0.789,0.949,1.051,P3
334781,334781,0,-0.895,1.082,0.922,P3
334782,334782,0,-0.965,1.188,0.813,P3
334783,334783,0,-0.996,1.355,0.691,P3
334784,334784,0,-1.063,1.555,0.57,P3
334785,334785,0,-1.016,1.676,0.457,P3
334786,334786,0,-0.906,1.711,0.352,P3
334787,334787,0,-0.77,1.723,0.152,P3
334788,334788,0,1.246,2.551,-2.672,P3
334789,334789,0,4.496,1.258,-2.387,P3
334790,334790,0,3.184,1.188,-0.152,P3
334791,334791,0,-1.031,0.746,0.477,P3
334792,334792,0,-2.637,1.73,-0.875,P3
334793,334793,0,0.188,1.516,-0.211,P3
334794,334794,0,1.543,0.434,-0.207,P3
334795,334795,0,0.707,0.645,-0.641,P3
334796,334796,0,-1.098,0.641,-0.613,P3
334797,334797,0,-1.152,0.723,-0.27,P3
334798,334798,0,-0.617,1.043,0.031,P3
334799,334799,0,-0.629,1.309,-0.238,P3
334800,334800,0,-0.406,1.223,-0.121,P3
336941,336941,0,1.621,1.574,-1.02,P3
336942,336942,0,1.789,1.777,-1.406,P3
336943,336943,0,2.07,2.277,-1.742,P3
336944,336944,0,1.977,2.949,-1.773,P3
336945,336945,0,1.191,3.676,-1.645,P3
336946,336946,0,-0.453,4.477,-1.754,P3
336947,336947,0,-1.719,4.965,-2.281,P3
336948,336948,0,-1.422,4.965,-2.836,P3
336949,336949,0,-0.324,4.828,-3.234,P3
336950,336950,0,1.02,4.367,-3.543,P3
336951,336951,0,1.258,3.738,-3.449,P3
336952,336952,0,0.289,3.566,-3.066,P3
336953,336953,0,-0.699,3.508,-2.656,P3
336954,336954,0,-0.754,3.414,-2.391,P3
336955,336955,0,-0.305,3.82,-2.32,P3
336956,336956,0,-0.137,4.648,-2.258,P3
336957,336957,0,-0.258,5.492,-2.082,P3
336958,336958,0,-0.605,6.441,-1.723,P3
336959,336959,0,-0.934,7.277,-1.102,P3
336960,336960,0,-1.133,7.504,-0.449,P3
336961,336961,0,-0.891,5.102,-0.762,P3
336962,336962,0,-1.297,4.145,1.613,P3
336963,336963,0,-1.152,3.43,1.211,P3
336964,336964,0,-2.891,3.734,2.09,P3
336965,336965,0,-1.949,3.23,3.102,P3
336966,336966,0,-1.754,4.445,4.734,P3
336967,336967,0,-3.668,2.617,5.633,P3
336968,336968,0,-3.809,1.77,5.695,P3
336969,336969,0,-1.848,0.402,5.371,P3
336970,336970,0,-1.016,0.18,5.168,P3
336971,336971,0,-0.516,0.563,4.969,P3
336972,336972,0,-0.59,0.82,4.73,P3
336973,336973,0,-0.531,1,4.621,P3
336974,336974,0,-0.023,1.02,4.508,P3
336975,336975,0,0.559,0.91,4.055,P3
336976,336976,0,0.699,0.809,3.324,P3
336977,336977,0,0.547,0.777,2.785,P3
336978,336978,0,0.313,0.859,2.527,P3
336979,336979,0,0.109,1.008,2.34,P3
336980,336980,0,0.004,1.039,2.031,P3
336981,336981,0,-0.125,0.852,1.637,P3
336982,336982,0,-0.258,0.703,1.371,P3
336983,336983,0,0.16,1.113,-0.121,P3
336984,336984,0,2.133,1.398,-3.25,P3
336985,336985,0,4.32,0.984,-1.676,P3
336986,336986,0,0.906,1.711,-0.91,P3
336987,336987,0,-1.617,1.258,-0.328,P3
336988,336988,0,0.301,1.789,-0.051,P3
336989,336989,0,3.578,0.609,-0.09,P3
336990,336990,0,1.941,-0.758,-0.688,P3
336991,336991,0,-0.727,-0.594,-0.344,P3
336992,336992,0,-1.289,0.105,0.027,P3
336993,336993,0,-1.598,1.473,0.023,P3
336994,336994,0,-1.414,1.656,0.031,P3
336995,336995,0,-0.715,1.34,-0.008,P3
336996,336996,0,-0.035,1.32,0.227,P3
336997,336997,0,-0.063,1.195,0.281,P3
336998,336998,0,-0.215,1.051,0.141,P3
336999,336999,0,-0.176,1.02,0.043,P3
337000,337000,0,-0.188,1.043,-0.004,P3
338831,338831,0,2.02,2.43,-0.719,P3
338832,338832,0,2.41,2.363,-0.992,P3
338833,338833,0,2.613,2.422,-1.336,P3
338834,338834,0,2.496,2.66,-1.539,P3
338835,338835,0,2.125,3.313,-1.414,P3
338836,338836,0,1.34,4.316,-1.336,P3
338837,338837,0,0.113,5.129,-1.363,P3
338838,338838,0,-0.426,5.332,-1.773,P3
338839,338839,0,-0.047,5.23,-2.258,P3
338840,338840,0,0.551,4.852,-2.586,P3
338841,338841,0,0.766,4.129,-2.711,P3
338842,338842,0,0.383,3.402,-2.66,P3
338843,338843,0,-0.246,3.023,-2.516,P3
338844,338844,0,-0.66,2.973,-2.313,P3
338845,338845,0,-0.746,3.102,-2.129,P3
338846,338846,0,-0.848,3.637,-2.008,P3
338847,338847,0,-1,4.602,-1.883,P3
338848,338848,0,-0.996,5.711,-1.648,P3
338849,338849,0,-0.703,6.672,-1.449,P3
338850,338850,0,-0.625,7.379,-1.023,P3
338851,338851,0,-1.023,7.648,-0.227,P3
338852,338852,0,-1.801,7.637,0.438,P3
338853,338853,0,-1.613,5.156,-0.41,P3
338854,338854,0,-1.563,4.41,-0.418,P3
338855,338855,0,-2.035,5.348,0.176,P3
338856,338856,0,-2.426,5.766,2.039,P3
338857,338857,0,-3.395,2.797,3.348,P3
338858,338858,0,-2.527,3.113,4.262,P3
338859,338859,0,-4.703,2.211,5.137,P3
338860,338860,0,-4.246,1.109,4.402,P3
338861,338861,0,-2,0.977,4.355,P3
338862,338862,0,-0.973,0.664,4.832,P3
338863,338863,0,0.016,0.598,4.945,P3
338864,338864,0,0.816,1.094,4.551,P3
338865,338865,0,0.875,1.387,3.902,P3
338866,338866,0,0.727,1.246,3.586,P3
338867,338867,0,0.848,0.809,3.359,P3
338868,338868,0,0.906,0.438,3.227,P3
338869,338869,0,0.949,0.27,2.875,P3
338870,338870,0,0.887,0.289,2.449,P3
338871,338871,0,0.648,0.477,2.07,P3
338872,338872,0,0.48,0.668,1.75,P3
338873,338873,0,0.344,0.77,1.383,P3
338874,338874,0,0.055,0.836,1.094,P3
338875,338875,0,-0.145,0.941,0.777,P3
338876,338876,0,0.176,1.336,-0.449,P3
338877,338877,0,2.887,2.656,-3.871,P3
338878,338878,0,4.82,1.902,-2.098,P3
338879,338879,0,2.797,2.473,-0.242,P3
338880,338880,0,-0.844,1.445,-0.07,P3
338881,338881,0,-1.289,2.059,-0.336,P3
338882,338882,0,2.164,1.211,-0.031,P3
338883,338883,0,2.078,0.336,-0.336,P3
338884,338884,0,-0.215,-0.152,-0.125,P3
338885,338885,0,-1.211,0.172,0.102,P3
338886,338886,0,-1.504,1.051,-0.156,P3
338887,338887,0,-1.215,1.512,-0.168,P3
338888,338888,0,-0.504,1.262,0.016,P3
338889,338889,0,-0.105,1.309,0.242,P3
338890,338890,0,-0.133,1.344,0.293,P3
338891,338891,0,-0.234,1.203,0.168,P3
338892,338892,0,-0.086,1.098,0.094,P3
338893,338893,0,-0.043,1.059,0.008,P3
338894,338894,0,-0.086,1.078,-0.039,P3
338895,338895,0,-0.109,1.094,-0.086,P3
341031,341031,0,0.973,2.734,-0.281,P3
341032,341032,0,1.203,2.699,-0.453,P3
341033,341033,0,1.461,2.676,-0.555,P3
341034,341034,0,1.688,2.75,-0.832,P3
341035,341035,0,1.625,3.074,-1.281,P3
341036,341036,0,1.191,3.789,-1.445,P3
341037,341037,0,0.488,4.645,-1.523,P3
341038,341038,0,-0.078,5.113,-1.742,P3
341039,341039,0,-0.316,5.234,-2.184,P3
341040,341040,0,0.055,5.082,-2.594,P3
341041,341041,0,0.68,4.684,-3.02,P3
341042,341042,0,0.953,3.922,-3.379,P3
341043,341043,0,0.934,3.16,-3.5,P3
341044,341044,0,0.77,2.852,-3.367,P3
341045,341045,0,0.5,2.953,-3.105,P3
341046,341046,0,0.176,3.465,-2.809,P3
341047,341047,0,-0.008,4.523,-2.527,P3
341048,341048,0,0.09,5.863,-2.152,P3
341049,341049,0,0.039,6.996,-1.688,P3
341050,341050,0,-0.473,7.504,-1.023,P3
341051,341051,0,-1.141,7.695,-0.309,P3
341052,341052,0,-1.09,5.391,-0.648,P3
341053,341053,0,-1.168,4.258,-0.918,P3
341054,341054,0,-1.68,5.387,-0.324,P3
341055,341055,0,-1.91,5.527,0.828,P3
341056,341056,0,-3.859,6.516,1.82,P3
341057,341057,0,-5.473,5.945,2.586,P3
341058,341058,0,-6.965,3.949,4.234,P3
341059,341059,0,-5.23,3.078,5.848,P3
341060,341060,0,-1.629,1.137,5.375,P3
341061,341061,0,1.258,0.078,3.73,P3
341062,341062,0,-1.301,0.164,3.723,P3
341063,341063,0,-3.223,0.801,3.445,P3
341064,341064,0,-2.941,1.602,3.285,P3
341065,341065,0,-1.211,1.434,3.363,P3
341066,341066,0,-0.402,0.676,3.363,P3
341067,341067,0,-0.566,0.469,3.238,P3
341068,341068,0,-0.34,0.406,2.965,P3
341069,341069,0,0.078,0.188,2.508,P3
341070,341070,0,0.121,0.051,2.07,P3
341071,341071,0,-0.082,-0.004,1.789,P3
341072,341072,0,-0.211,0.012,1.645,P3
341073,341073,0,-0.277,0.184,1.523,P3
341074,341074,0,-0.266,0.449,1.309,P3
341075,341075,0,-0.266,0.773,1.035,P3
341076,341076,0,-0.391,1.18,0.773,P3
341077,341077,0,-0.613,1.449,0.613,P3
341078,341078,0,-0.781,1.512,0.496,P3
341079,341079,0,-0.844,1.492,0.367,P3
341080,341080,0,-0.949,1.426,0.238,P3
341081,341081,0,-0.914,1.352,0.16,P3
341082,341082,0,-0.609,1.281,0.121,P3
341083,341083,0,0.152,1.512,-0.555,P3
341084,341084,0,3.199,2.059,-2.52,P3
341085,341085,0,4.527,0.941,-1.527,P3
341086,341086,0,1.648,2.18,0.441,P3
341087,341087,0,-1.797,1.418,0.23,P3
341088,341088,0,-2.973,1.418,0.086,P3
341089,341089,0,0.039,1.27,0.617,P3
341090,341090,0,1.809,0.484,0.156,P3
341091,341091,0,0.402,0.672,-0.215,P3
341092,341092,0,-0.91,0.766,-0.273,P3
341093,341093,0,-0.832,0.77,0.074,P3
341094,341094,0,-0.719,1.027,0.07,P3
341095,341095,0,-0.828,1.246,-0.039,P3
341096,341096,0,-0.5,1.141,0.02,P3
341097,341097,0,-0.145,1.164,0.188,P3
341098,341098,0,-0.066,1.246,0.246,P3
341099,341099,0,-0.137,1.129,0.246,P3
341100,341100,0,-0.164,1.047,0.242,P3
343746,343746,0,1.473,2.531,-0.855,P3
343747,343747,0,1.734,2.641,-1.316,P3
343748,343748,0,1.691,3.184,-1.711,P3
343749,343749,0,1.219,4.266,-1.828,P3
343750,343750,0,0.582,5.262,-1.984,P3
343751,343751,0,0.148,5.594,-2.387,P3
343752,343752,0,0.273,5.621,-2.855,P3
343753,343753,0,0.66,5.273,-3.289,P3
343754,343754,0,0.789,4.527,-3.563,P3
343755,343755,0,0.73,3.766,-3.594,P3
343756,343756,0,0.391,3.387,-3.414,P3
343757,343757,0,-0.09,3.332,-3.148,P3
343758,343758,0,-0.387,3.566,-2.902,P3
343759,343759,0,-0.578,4.184,-2.637,P3
343760,343760,0,-0.734,5.125,-2.301,P3
343761,343761,0,-0.941,6.266,-1.859,P3
343762,343762,0,-1.223,7.195,-1.418,P3
343763,343763,0,-1.43,7.578,-0.684,P3
343764,343764,0,-1.672,7.727,0.09,P3
343765,343765,0,-1.32,5.223,-0.5,P3
343766,343766,0,-1.508,4.727,0.473,P3
343767,343767,0,-1.031,5.277,0.48,P3
343768,343768,0,-3.078,6.684,3.832,P3
343769,343769,0,-4.203,5.23,2.688,P3
343770,343770,0,-3.16,5.133,3.566,P3
343771,343771,0,-3.719,4.176,4.859,P3
343772,343772,0,-2.387,3.656,4.563,P3
343773,343773,0,-0.973,1.766,4.207,P3
343774,343774,0,-0.57,0.754,4.426,P3
343775,343775,0,-0.004,1.305,4.438,P3
343776,343776,0,0.848,1.793,3.82,P3
343777,343777,0,0.672,1.797,3.203,P3
343778,343778,0,0.254,1.59,3.414,P3
343779,343779,0,0.57,1.043,3.633,P3
343780,343780,0,1.035,0.691,3.625,P3
343781,343781,0,1.313,0.477,3.406,P3
343782,343782,0,1.621,0.242,2.742,P3
343783,343783,0,1.406,0.125,2.113,P3
343784,343784,0,0.684,0.055,1.781,P3
343785,343785,0,0.266,0.031,1.688,P3
343786,343786,0,0.184,0.109,1.641,P3
343787,343787,0,0.172,0.273,1.512,P3
343788,343788,0,0.012,0.473,1.406,P3
343789,343789,0,-0.258,0.727,1.273,P3
343790,343790,0,-0.441,1.027,1.141,P3
343791,343791,0,-0.504,1.238,0.98,P3
343792,343792,0,-0.59,1.352,0.871,P3
343793,343793,0,-0.727,1.422,0.855,P3
343794,343794,0,-0.723,1.449,0.855,P3
343795,343795,0,-0.492,1.477,0.773,P3
343796,343796,0,-0.266,1.488,0.699,P3
343797,343797,0,-0.133,1.477,0.594,P3
343798,343798,0,0.934,2.457,-2.699,P3
343799,343799,0,4.012,2.348,-3.574,P3
343800,343800,0,4.328,1.016,-1.094,P3
343801,343801,0,-0.996,1.016,2.359,P3
343802,343802,0,-3.281,1.301,0.434,P3
343803,343803,0,-2.109,2.004,-0.609,P3
343804,343804,0,0.711,1.109,-0.602,P3
343805,343805,0,1.195,0.719,-0.98,P3
343806,343806,0,-0.66,0.555,-1,P3
343807,343807,0,-1.504,0.281,-0.688,P3
343808,343808,0,-0.824,0.621,-0.273,P3
343809,343809,0,-0.523,1.207,-0.051,P3
343810,343810,0,-0.266,1.273,-0.215,P3
345881,345881,0,0.523,2.551,-0.367,P3
345882,345882,0,0.512,2.57,-0.469,P3
345883,345883,0,0.684,2.668,-0.789,P3
345884,345884,0,0.738,2.887,-1.156,P3
345885,345885,0,0.547,3.391,-1.574,P3
345886,345886,0,0.309,4.195,-1.879,P3
345887,345887,0,0.18,4.957,-2.207,P3
345888,345888,0,0.383,5.262,-2.68,P3
345889,345889,0,1.055,5.164,-3.109,P3
345890,345890,0,1.863,4.598,-3.422,P3
345891,345891,0,1.93,3.73,-3.551,P3
345892,345892,0,1.32,3.113,-3.441,P3
345893,345893,0,0.723,2.855,-3.176,P3
345894,345894,0,0.359,2.938,-2.953,P3
345895,345895,0,0.148,3.309,-2.758,P3
345896,345896,0,-0.113,3.938,-2.523,P3
345897,345897,0,-0.391,4.891,-2.23,P3
345898,345898,0,-0.375,6.016,-1.988,P3
345899,345899,0,-0.324,7.078,-1.617,P3
345900,345900,0,-0.508,7.539,-0.992,P3
345901,345901,0,-1,7.711,-0.176,P3
345902,345902,0,-0.988,5.297,-0.563,P3
345903,345903,0,-0.938,4.141,-0.82,P3
345904,345904,0,-1.215,4.84,-0.117,P3
345905,345905,0,-1.27,5.895,2.012,P3
345906,345906,0,-3.582,6.176,4.348,P3
345907,345907,0,-2.656,5.059,3.148,P3
345908,345908,0,-5.262,4.266,4.563,P3
345909,345909,0,-4.707,2.652,4.805,P3
345910,345910,0,-2.984,2.367,4.719,P3
345911,345911,0,-1.344,1.5,4.605,P3
345912,345912,0,0.094,1.582,4.625,P3
345913,345913,0,1.102,1.512,3.996,P3
345914,345914,0,0.855,1.426,3.32,P3
345915,345915,0,0.047,1.699,3.227,P3
345916,345916,0,-0.145,1.395,3.395,P3
345917,345917,0,0.457,0.727,3.391,P3
345918,345918,0,0.961,0.41,3.195,P3
345919,345919,0,1.078,0.375,2.828,P3
345920,345920,0,1.004,0.367,2.473,P3
345921,345921,0,0.711,0.309,2.219,P3
345922,345922,0,0.324,0.262,2.039,P3
345923,345923,0,0.074,0.285,1.859,P3
345924,345924,0,0,0.41,1.648,P3
345925,345925,0,-0.063,0.574,1.422,P3
345926,345926,0,-0.266,0.785,1.227,P3
345927,345927,0,-0.441,1.012,1.066,P3
345928,345928,0,-0.449,1.156,0.922,P3
345929,345929,0,-0.426,1.242,0.805,P3
345930,345930,0,-0.453,1.293,0.746,P3
345931,345931,0,-0.402,1.344,0.703,P3
345932,345932,0,-0.32,1.395,0.625,P3
345933,345933,0,-0.289,1.43,0.543,P3
345934,345934,0,-0.273,1.457,0.465,P3
