X,Y,Z,User,Label
0.4919663351185921,0.43743209876543215,0.5113346104725416,P4,0
0.5233358837031369,0.5104197530864197,0.5799808429118775,P4,0
0.5851568477429226,0.5833086419753086,0.5749521072796936,P4,0
0.6461361897475133,0.5594074074074075,0.5428639846743296,P4,0
0.6225707727620504,0.5315555555555557,0.5085408684546616,P4,0
0.5250956388676357,0.5940740740740742,0.44340676883780344,P4,0
0.4175210405508798,0.6411851851851853,0.39727011494252884,P4,0
0.3523335883703136,0.6264691358024692,0.3750798212005109,P4,0
0.38523335883703125,0.6049382716049383,0.37076947637292473,P4,0
0.4805661820964039,0.5987160493827162,0.3757183908045978,P4,0
0.5305279265493495,0.5983209876543211,0.36949233716475105,P4,0
0.5573833205814842,0.5929876543209878,0.36829501915708823,P4,0
0.5837031369548583,0.5829135802469136,0.3688537675606642,P4,0
0.6117827084927313,0.5910123456790124,0.3554438058748404,P4,0
0.670390206579954,0.6053333333333334,0.33955938697318017,P4,0
0.7657230298393266,0.5863703703703704,0.3274265644955301,P4,0
0.7597551644988523,0.5474567901234568,0.3133780332056195,P4,0
0.6862280030604436,0.5446913580246915,0.27626117496807157,P4,0
0.6135424636572302,0.5999012345679013,0.24257662835249053,P4,0
0.5860749808722263,0.6600493827160494,0.22733077905491703,P4,0
0.6141545524100993,0.7124938271604939,0.2163952745849298,P4,0
0.6804896710022952,0.7371851851851853,0.19859514687100902,P4,0
0.7531752104055087,0.7294814814814816,0.18398786717752244,P4,0
0.8278500382555469,0.7033086419753087,0.17057790549169863,P4,0
0.864345830145371,0.6241975308641976,0.13689335887611753,P4,0
0.8499617444529456,0.5466666666666667,0.11478288633461053,P4,0
0.8182861514919662,0.5134814814814815,0.12220625798212009,P4,0
0.7746748278500382,0.4841481481481482,0.13689335887611753,P4,0
0.7322111706197397,0.44286419753086426,0.15158045977011503,P4,0
0.696097934200459,0.43940740740740747,0.16091954022988508,P4,0
0.6778117827084926,0.49224691358024697,0.16746487867177526,P4,0
0.6599081866870695,0.5752098765432099,0.15557151979565778,P4,0
0.6401683244070389,0.7164444444444444,0.1462324393358877,P4,0
0.6186687069625094,0.8807901234567902,0.16091954022988508,P4,0
0.6100229533282325,0.9571358024691359,0.20234674329501923,P4,0
0.6091048201989288,0.9864691358024691,0.26412835249042155,P4,0
0.5846212700841621,0.9467654320987655,0.3133780332056195,P4,0
0.5478194338179034,0.6824691358024693,0.2890325670498085,P4,0
0.5149196633511858,0.6037530864197531,0.27474457215836534,P4,0
0.5752869166029073,0.5713580246913581,0.29438058748403584,P4,0
0.6013006885998469,0.6025679012345679,0.3149744572158366,P4,0
0.4498087222647283,0.6507654320987655,0.5534802043422734,P4,0
0.15149196633511852,0.8085925925925926,0.6326628352490422,P4,0
0.0,0.6735802469135803,0.7103288633461049,P4,0
0.005355776587605221,0.49264197530864196,0.7875957854406131,P4,0
0.2833205814843151,0.5084444444444445,0.8004469987228608,P4,0
0.5504973221117061,0.41353086419753093,0.7380268199233718,P4,0
0.6312165263963273,0.4169876543209877,0.6681832694763731,P4,0
0.5818668706962509,0.4293333333333334,0.5790229885057473,P4,0
0.532593726090283,0.4471111111111112,0.5438218390804599,P4,0
0.4856924254016831,0.44671604938271614,0.5628192848020436,P4,0
0.4745983167559295,0.40928395061728395,0.5968231162196681,P4,0
0.4949502677888293,0.3649382716049383,0.6130268199233717,P4,0
0.5257077276205049,0.32365432098765434,0.6058429118773947,P4,0
0.5556235654169853,0.28928395061728396,0.5865261813537677,P4,0
0.5699311400153021,0.2550123456790124,0.5600255427841636,P4,0
0.5708492731446059,0.22607407407407412,0.5344827586206897,P4,0
0.5654934965570007,0.21560493827160493,0.511095146871009,P4,0
0.5618974751338943,0.22488888888888894,0.4892241379310346,P4,0
0.5615914307574598,0.2437530864197531,0.4671136653895276,P4,0
0.5684774292272379,0.2627160493827161,0.44835568326947645,P4,0
0.5851568477429226,0.2793086419753087,0.43901660280970634,P4,0
0.6013006885998469,0.29086419753086423,0.43526500638569615,P4,0
0.6045906656465186,0.2981728395061729,0.4303160919540231,P4,0
0.5890589135424635,0.30627160493827166,0.42472860791826317,P4,0
0.5648814078041315,0.31713580246913586,0.420977011494253,P4,0
0.5484315225707727,0.33135802469135806,0.4212962962962964,P4,0
0.5379495026778882,0.3510123456790124,0.418742017879949,P4,0
0.5280795715378729,0.3683950617283951,0.4094029374201789,P4,0
0.5221117061973986,0.377283950617284,0.3953544061302683,P4,0
0.5173680183626624,0.38074074074074077,0.3816251596424011,P4,0
0.5125478194338178,0.3884444444444445,0.3726053639846744,P4,0
0.5048201989288446,0.3954567901234568,0.36797573435504477,P4,0
0.5006120887528691,0.38765432098765434,0.365102171136654,P4,0
0.5206579954093342,0.4,0.3529693486590039,P4,0
0.7397092578423871,0.5319506172839507,0.15245849297573444,P4,0
0.8685539403213465,0.41856790123456794,0.17369093231162203,P4,0
0.8562356541698546,0.25116049382716055,0.3925606641123883,P4,0
0.41629686304514146,0.28740740740740744,0.4383780332056195,P4,0
0.10038255547054309,0.4714074074074075,0.43127394636015337,P4,0
0.217903596021423,0.49728395061728403,0.4256066411238826,P4,0
0.5804131599081865,0.3888395061728396,0.4003831417624522,P4,0
0.6969395562356541,0.24760493827160499,0.3685344827586208,P4,0
0.5866870696250955,0.25303703703703706,0.3467432950191572,P4,0
0.49013006885998456,0.32790123456790127,0.3663793103448277,P4,0
0.450726855394032,0.3521975308641976,0.35887611749680726,P4,0
0.4993879112471307,0.3544691358024692,0.3542464878671776,P4,0
0.5723029839326701,0.3537777777777778,0.3619891443167306,P4,0
0.5699311400153021,0.34064197530864204,0.35328863346104733,P4,0
0.5556235654169853,0.3244444444444445,0.3457854406130269,P4,0
0.5146136189747512,0.3718518518518519,0.4643199233716476,P4,0
0.5078041315990818,0.3946666666666667,0.5076628352490422,P4,0
0.5230298393267022,0.43555555555555564,0.5612228607918264,P4,0
0.5758990053557764,0.48493827160493835,0.6470306513409962,P4,0
0.6345065034429991,0.5381728395061729,0.6856641123882504,P4,0
0.6990818668706962,0.5478518518518519,0.6164591315453385,P4,0
0.735195103289977,0.4837530864197532,0.49201787994891455,P4,0
0.6192807957153786,0.5682962962962963,0.3685344827586208,P4,0
0.4452945677123182,0.6616296296296297,0.3351692209450831,P4,0
0.3511859219586839,0.6446419753086421,0.3389208173690933,P4,0
0.37421576128538625,0.6153086419753088,0.3660600255427843,P4,0
0.481178270849273,0.5960493827160495,0.3750798212005109,P4,0
0.5633511859219585,0.5809382716049384,0.3813856960408685,P4,0
0.5818668706962509,0.5679012345679013,0.3666985951468711,P4,0
0.6072685539403212,0.5454814814814815,0.3464240102171138,P4,0
0.6583779648048966,0.5428148148148149,0.33205619412515974,P4,0
0.728921193573068,0.5416296296296297,0.32367496807151985,P4,0
0.7785768936495792,0.5161481481481482,0.3205619412515965,P4,0
0.7950267788829379,0.4479012345679013,0.31154214559386983,P4,0
0.7723029839326702,0.43318518518518523,0.2796934865900384,P4,0
0.7163733741392501,0.4833580246913581,0.24257662835249053,P4,0
0.6829380260137718,0.5420246913580247,0.21424010217113673,P4,0
0.6628921193573067,0.5883456790123458,0.21200510855683277,P4,0
0.6760520275439937,0.6426666666666667,0.21112707535121333,P4,0
0.7116296863045141,0.6897777777777778,0.20266602809706263,P4,0
0.7605967865340473,0.6924444444444445,0.18837803320561952,P4,0
0.7887528691660289,0.676641975308642,0.16403256704980848,P4,0
0.7812547819433817,0.639604938271605,0.13034802043422739,P4,0
0.7501912777352715,0.5956543209876544,0.10384738186462328,P4,0
0.7124713083397092,0.5752098765432099,0.10169220945083024,P4,0
0.6652639632746747,0.5713580246913581,0.11254789272030657,P4,0
0.6302983932670236,0.580641975308642,0.12507982120051092,P4,0
0.6045906656465186,0.6045432098765433,0.1428001277139209,P4,0
0.5774292272379494,0.658962962962963,0.15684865900383146,P4,0
0.5526396327467482,0.7310617283950618,0.18303001277139216,P4,0
0.5214996174445293,0.8205432098765433,0.22916666666666674,P4,0
0.4919663351185921,0.906567901234568,0.2899904214559388,P4,0
0.46327467482784995,0.9664197530864198,0.3358077905491699,P4,0
0.4091813312930374,0.9903209876543211,0.36015325670498094,P4,0
0.3485080336648813,0.999604938271605,0.3773148148148149,P4,0
0.40076511094108636,0.8911604938271606,0.38793103448275873,P4,0
0.42830910482019885,0.7206913580246914,0.5142081736909324,P4,0
0.42555470543228757,0.6137283950617285,0.45681673052362715,P4,0
0.3661055853098698,0.6782222222222223,0.6925287356321841,P4,0
0.36434583014537103,0.7742222222222224,0.6878192848020435,P4,0
0.10757459831675592,0.6960000000000001,0.696918901660281,P4,0
0.11476664116296853,0.5598024691358026,0.7483237547892722,P4,0
0.2695485845447589,0.4687407407407408,0.7349137931034484,P4,0
0.4097169089517979,0.372246913580247,0.6747286079182633,P4,0
0.5146136189747512,0.37422222222222223,0.6653895274584931,P4,0
0.444682478959449,0.3926913580246914,0.6510217113665391,P4,0
0.41185921958684,0.45402469135802476,0.6308269476372925,P4,0
0.4456006120887528,0.5111111111111112,0.6264367816091956,P4,0
0.48775822494261656,0.49728395061728403,0.6086366538952747,P4,0
0.506885998469778,0.46637037037037044,0.5958652618135378,P4,0
0.5498852333588369,0.45362962962962966,0.5609833971902938,P4,0
0.8260902830910481,0.4563950617283951,0.4007024265644956,P4,0
0.8969395562356541,0.2885925925925926,0.37076947637292473,P4,0
0.7187452180566181,0.19634567901234568,0.5011174968071521,P4,0
0.24414690130068845,0.4675555555555556,0.5379150702426566,P4,0
0.1918898240244834,0.6794074074074075,0.49113984674329514,P4,0
0.5791889824024482,0.38962962962962966,0.44404533844189026,P4,0
0.793496557000765,0.20138271604938274,0.40477330779054926,P4,0
0.6748278500382554,0.20177777777777783,0.3632662835249043,P4,0
0.5048201989288446,0.2758518518518519,0.3461047254150703,P4,0
0.43993879112471296,0.3248395061728396,0.355124521072797,P4,0
0.4865340474368782,0.3580246913580247,0.410999361430396,P4,0
0.5370313695485844,0.3784691358024692,0.4327905491698596,P4,0
0.5293037490436112,0.3672098765432099,0.39631226053639856,P4,0
0.5403213465952562,0.33906172839506177,0.3648627075351214,P4,0
0.5586074980872225,0.3352098765432099,0.3560823754789273,P4,0
0.549655700076511,0.33372839506172847,0.35919540229885066,P4,0
0.5370313695485844,0.3275061728395062,0.36230842911877403,P4,0
0.5391736801836265,0.3286913580246914,0.365102171136654,P4,0
0.5424636572302983,0.3352098765432099,0.364543422733078,P4,0
0.4820964039785768,0.39506172839506176,0.4406130268199235,P4,0
0.4943381790359601,0.44059259259259265,0.48116219667943816,P4,0
0.5182096403978576,0.5149629629629631,0.5194763729246489,P4,0
0.5840091813312929,0.5964444444444446,0.5562739463601534,P4,0
0.6778117827084926,0.6307160493827162,0.5201149425287357,P4,0
0.7400153022188216,0.5725432098765433,0.4789272030651342,P4,0
0.732823259372609,0.5219753086419754,0.4318326947637293,P4,0
0.5442234123947971,0.5509135802469136,0.36262771392081744,P4,0
0.39449120122417736,0.5523950617283951,0.3445881226053641,P4,0
0.36671767406273903,0.5115061728395062,0.3748403575989784,P4,0
0.3792654934965569,0.4895802469135803,0.39878671775223506,P4,0
0.4474368783473603,0.5115061728395062,0.3925606641123883,P4,0
0.5445294567712318,0.5381728395061729,0.3810664112388251,P4,0
0.5935730680948736,0.5481481481481483,0.36829501915708823,P4,0
0.6133129303749042,0.5559506172839507,0.355124521072797,P4,0
0.605814843152257,0.5766913580246914,0.3346104725415071,P4,0
0.6560061208875286,0.5732345679012346,0.3264687100893998,P4,0
0.7501912777352715,0.538567901234568,0.3243135376756067,P4,0
0.765416985462892,0.46449382716049387,0.30555555555555564,P4,0
0.748355011476664,0.40967901234567905,0.2903097062579822,P4,0
0.7235654169854628,0.4436543209876544,0.28528097062579827,P4,0
0.6455241009946441,0.5280987654320988,0.26628352490421464,P4,0
0.6150726855394031,0.5420246913580247,0.22828863346104733,P4,0
0.700841622035195,0.4976790123456791,0.22078544061302688,P4,0
0.8436878347360366,0.4548148148148149,0.23850574712643685,P4,0
0.9426166794185156,0.43318518518518523,0.23419540229885064,P4,0
0.9315990818668706,0.4578765432098766,0.18861749680715206,P4,0
0.8736036725325171,0.4891851851851852,0.1499840357598979,P4,0
0.8188982402448354,0.4980740740740741,0.1499840357598979,P4,0
0.7863045141545523,0.5161481481481482,0.16810344827586216,P4,0
0.7450650344299923,0.5559506172839507,0.17895913154533852,P4,0
